,CIK,Company_Name,Filing,Date,Hedge_Positive,Hedge_FalsePositive
1470,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-K,2011-02-10,1,
1471,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-Q,2011-04-21,1,
1472,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-Q,2011-07-21,1,
1473,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-Q,2011-10-20,1,
1474,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-K,2012-01-26,1,
1475,1017172,LIGHTBRIDGE INC (CIK 0001017172),10-Q,2000-08-14,1,
1476,925072,INNOVEDA INC (CIK 0000925072),10-Q,2000-08-15,1,
1477,925072,INNOVEDA INC (CIK 0000925072),10-Q,2000-11-14,1,
1478,925072,INNOVEDA INC (CIK 0000925072),10-K,2001-03-30,1,
1479,925072,INNOVEDA INC (CIK 0000925072),10-Q,2001-05-15,1,
1480,925072,INNOVEDA INC (CIK 0000925072),10-Q,2001-08-14,1,
1481,925072,INNOVEDA INC (CIK 0000925072),10-Q,2001-11-13,1,
1482,925072,INNOVEDA INC (CIK 0000925072),10-K,2002-03-29,1,
1483,925072,INNOVEDA INC (CIK 0000925072),10-Q,2002-05-14,1,
1484,1020897,SPECIALTY CATALOG CORP (CIK 0001020897),10-Q,2001-05-15,1,
1485,1020897,SPECIALTY CATALOG CORP (CIK 0001020897),10-Q,2001-08-10,1,
1486,1020897,SPECIALTY CATALOG CORP (CIK 0001020897),10-Q,2001-11-19,1,
1487,1023339,RANKIN AUTOMOTIVE GROUP INC (CIK 0001023339),10-Q,2000-07-17,1,
1488,1023339,RANKIN AUTOMOTIVE GROUP INC (CIK 0001023339),10-Q,2000-10-16,1,
1489,1023339,RANKIN AUTOMOTIVE GROUP INC (CIK 0001023339),10-Q,2001-01-16,1,
1490,1022832,STYLING TECHNOLOGY CORP (CIK 0001022832),10-K/A,2000-10-20,1,
1491,1022832,STYLING TECHNOLOGY CORP (CIK 0001022832),10-K,2000-10-20,1,
1492,1025361,NEWPORT NEWS SHIPBUILDING INC (CIK 0001025361),10-K,2001-03-26,1,
1493,1019265,PRIMEX TECHNOLOGIES INC (CIK 0001019265),10-Q,2000-11-02,1,
1494,1026965,METRO INFORMATION SERVICES INC (CIK 0001026965),10-Q,2001-05-14,1,
1495,1026965,METRO INFORMATION SERVICES INC (CIK 0001026965),10-Q,2001-11-05,1,
1496,1031258,HOMESIDE LENDING INC (CIK 0001031258),10-Q,2000-08-15,1,
1497,1031258,HOMESIDE LENDING INC (CIK 0001031258),10-K,2000-12-28,1,
1498,1031258,HOMESIDE LENDING INC (CIK 0001031258),10-K,2000-12-28,1,
1499,1031258,HOMESIDE LENDING INC (CIK 0001031258),10-Q,2001-02-14,1,
1500,1031258,HOMESIDE LENDING INC (CIK 0001031258),10-Q,2001-05-15,1,
1501,1031258,HOMESIDE LENDING INC (CIK 0001031258),10-Q,2001-08-14,1,
1502,1031258,HOMESIDE LENDING INC (CIK 0001031258),10-Q/A,2001-12-06,1,
1503,1031258,HOMESIDE LENDING INC (CIK 0001031258),10-Q/A,2001-12-06,1,
1504,1031258,HOMESIDE LENDING INC (CIK 0001031258),10-Q/A,2001-12-06,1,
1505,1031258,HOMESIDE LENDING INC (CIK 0001031258),10-K,2001-12-27,1,
1506,1031258,HOMESIDE LENDING INC (CIK 0001031258),10-Q,2002-02-14,1,
1507,1031258,HOMESIDE LENDING INC (CIK 0001031258),10-Q,2002-05-15,1,
1508,1016628,HOMESIDE INTERNATIONAL INC (CIK 0001016628),10-Q,2000-08-15,1,
1509,1016628,HOMESIDE INTERNATIONAL INC (CIK 0001016628),10-K,2000-12-28,1,
1510,1016628,HOMESIDE INTERNATIONAL INC (CIK 0001016628),10-K,2000-12-28,1,
1511,1016628,HOMESIDE INTERNATIONAL INC (CIK 0001016628),10-Q,2001-02-14,1,
1512,1016628,HOMESIDE INTERNATIONAL INC (CIK 0001016628),10-Q,2001-05-15,1,
1513,1016628,HOMESIDE INTERNATIONAL INC (CIK 0001016628),10-Q,2001-08-14,1,
1514,1016628,HOMESIDE INTERNATIONAL INC (CIK 0001016628),10-Q/A,2001-12-06,1,
1515,1016628,HOMESIDE INTERNATIONAL INC (CIK 0001016628),10-Q/A,2001-12-06,1,
1516,1016628,HOMESIDE INTERNATIONAL INC (CIK 0001016628),10-Q/A,2001-12-06,1,
1517,1016628,HOMESIDE INTERNATIONAL INC (CIK 0001016628),10-K,2001-12-27,1,
1518,1016628,HOMESIDE INTERNATIONAL INC (CIK 0001016628),10-Q,2002-02-14,1,
1519,1003989,DAOU SYSTEMS INC (CIK 0001003989),10-Q,2001-08-14,1,
1520,1003989,DAOU SYSTEMS INC (CIK 0001003989),10-Q,2001-11-14,1,
1521,924940,"DIAMOND MANAGEMENT & TECHNOLOGY CONSULTANTS, INC. (CIK 0000924940)",10-K,2008-06-10,1,
1522,1027430,COLONIAL DOWNS HOLDINGS INC (CIK 0001027430),10-Q,2000-11-14,1,
1523,1027584,WESLEY JESSEN VISIONCARE INC (CIK 0001027584),10-Q,2000-08-15,1,
1524,1029445,ASI SOLUTIONS INC (CIK 0001029445),10-Q,2000-11-09,1,
1525,1029445,ASI SOLUTIONS INC (CIK 0001029445),10-Q,2001-02-12,1,
1526,1023010,BROOKDALE LIVING COMMUNITIES INC (CIK 0001023010),10-Q,2000-08-14,1,
1527,946734,DICTAPHONE CORP /DE (CIK 0000946734),10-Q,2000-08-21,1,
1528,946734,DICTAPHONE CORP /DE (CIK 0000946734),10-Q/A,2000-11-21,1,
1529,1034812,SIERRACITIES COM INC (CIK 0001034812),10-Q,2000-08-10,1,
1530,1034812,SIERRACITIES COM INC (CIK 0001034812),10-Q,2000-11-13,1,
1531,913283,WESTFIELD AMERICA INC (CIK 0000913283),10-Q,2000-08-14,1,
1532,913283,WESTFIELD AMERICA INC (CIK 0000913283),10-Q,2000-11-14,1,
1533,913283,WESTFIELD AMERICA INC (CIK 0000913283),10-Q,2001-05-15,1,
1534,913283,WESTFIELD AMERICA INC (CIK 0000913283),10-Q,2001-08-14,1,
1535,913283,WESTFIELD AMERICA INC (CIK 0000913283),10-Q,2001-11-14,1,
1536,929775,TANISYS TECHNOLOGY INC (CIK 0000929775),10-K,2000-12-15,1,
1537,1036283,PAMECO CORP (CIK 0001036283),10-K/A,2001-03-16,1,
1538,1035903,COMMUNITY FIRST BANKING CO (CIK 0001035903),10-K,2001-03-28,1,
1539,1035903,COMMUNITY FIRST BANKING CO (CIK 0001035903),10-Q,2001-08-14,1,
1540,1035903,COMMUNITY FIRST BANKING CO (CIK 0001035903),10-Q,2001-11-13,1,
1541,1035426,CRESCENT OPERATING INC (CIK 0001035426),10-K,2002-05-02,1,
1542,1035426,CRESCENT OPERATING INC (CIK 0001035426),10-K/A,2003-01-15,1,
1543,1033693,HAGLER BAILLY INC (CIK 0001033693),10-Q,2000-08-14,1,
1544,1009900,MONARCH DENTAL CORP (CIK 0001009900),10-Q,2000-08-14,1,
1545,1009900,MONARCH DENTAL CORP (CIK 0001009900),10-Q,2000-11-14,1,
1546,1009900,MONARCH DENTAL CORP (CIK 0001009900),10-Q,2001-05-15,1,
1547,1009900,MONARCH DENTAL CORP (CIK 0001009900),10-Q,2001-08-14,1,
1548,1009900,MONARCH DENTAL CORP (CIK 0001009900),10-Q,2001-11-19,1,
1549,1039300,GALILEO INTERNATIONAL INC (CIK 0001039300),10-Q,2000-08-11,1,
1550,1039300,GALILEO INTERNATIONAL INC (CIK 0001039300),10-Q,2000-11-13,1,
1551,1039300,GALILEO INTERNATIONAL INC (CIK 0001039300),10-K,2001-03-13,1,
1552,1039300,GALILEO INTERNATIONAL INC (CIK 0001039300),10-Q,2001-05-08,1,
1553,1039300,GALILEO INTERNATIONAL INC (CIK 0001039300),10-Q,2001-08-14,1,
1554,1021252,TRENDWEST RESORTS INC (CIK 0001021252),10-Q,2000-11-13,1,
1555,1021252,TRENDWEST RESORTS INC (CIK 0001021252),10-K,2001-03-30,1,
1556,1021252,TRENDWEST RESORTS INC (CIK 0001021252),10-K,2001-03-30,1,
1557,1021252,TRENDWEST RESORTS INC (CIK 0001021252),10-K,2002-04-01,1,
1558,1021252,TRENDWEST RESORTS INC (CIK 0001021252),10-K,2002-04-01,1,
1559,1021252,TRENDWEST RESORTS INC (CIK 0001021252),10-K,2002-04-01,1,
1560,1021252,TRENDWEST RESORTS INC (CIK 0001021252),10-Q,2002-04-30,1,
1561,1038005,CTB INTERNATIONAL CORP (CIK 0001038005),10-Q,2000-08-15,1,
1562,1038005,CTB INTERNATIONAL CORP (CIK 0001038005),10-Q,2000-10-26,1,
1563,1038005,CTB INTERNATIONAL CORP (CIK 0001038005),10-K,2001-03-20,1,
1564,1038005,CTB INTERNATIONAL CORP (CIK 0001038005),10-Q,2001-05-11,1,
1565,1038005,CTB INTERNATIONAL CORP (CIK 0001038005),10-Q,2001-07-26,1,
1566,1038005,CTB INTERNATIONAL CORP (CIK 0001038005),10-Q,2001-11-02,1,
1567,1038005,CTB INTERNATIONAL CORP (CIK 0001038005),10-K,2002-03-18,1,
1568,1038005,CTB INTERNATIONAL CORP (CIK 0001038005),10-Q,2002-04-29,1,
1569,1038005,CTB INTERNATIONAL CORP (CIK 0001038005),10-Q,2002-07-23,1,
1570,923687,SECURITY CAPITAL GROUP INC/ (CIK 0000923687),10-K,2001-03-19,1,
1571,923687,SECURITY CAPITAL GROUP INC/ (CIK 0000923687),10-K/A,2002-04-15,1,
1572,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-K,2000-09-28,1,
1573,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-K,2000-09-28,1,
1574,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-Q,2000-11-14,1,
1575,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-Q,2001-02-14,1,
1576,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-Q,2001-05-15,1,
1577,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-K,2001-09-28,1,
1578,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-K,2001-09-28,1,
1579,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-Q,2001-11-14,1,
1580,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-Q,2002-02-14,1,
1581,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-Q,2002-05-13,1,
1582,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-K,2002-09-30,1,
1583,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-K,2002-09-30,1,
1584,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-K/A,2002-10-01,1,
1585,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-Q,2002-11-15,1,
1586,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-Q,2003-02-11,1,
1587,1028751,PROBUSINESS SERVICES INC (CIK 0001028751),10-Q,2003-05-12,1,
1588,1040339,FIRST INTERNATIONAL BANCORP INC (CIK 0001040339),10-Q,2000-11-14,1,
1589,1040339,FIRST INTERNATIONAL BANCORP INC (CIK 0001040339),10-K,2001-03-29,1,
1590,1040339,FIRST INTERNATIONAL BANCORP INC (CIK 0001040339),10-Q,2001-05-15,1,
1591,1040339,FIRST INTERNATIONAL BANCORP INC (CIK 0001040339),10-Q,2001-05-15,1,
1592,900367,IVEX PACKAGING CORP /DE/ (CIK 0000900367),10-Q,2000-08-11,1,
1593,900367,IVEX PACKAGING CORP /DE/ (CIK 0000900367),10-Q,2000-11-14,1,
1594,900367,IVEX PACKAGING CORP /DE/ (CIK 0000900367),10-Q,2001-05-11,1,
1595,900367,IVEX PACKAGING CORP /DE/ (CIK 0000900367),10-Q,2001-08-10,1,
1596,900367,IVEX PACKAGING CORP /DE/ (CIK 0000900367),10-Q,2001-10-30,1,
1597,900367,IVEX PACKAGING CORP /DE/ (CIK 0000900367),10-Q,2002-05-14,1,
1598,1048845,PRO NET LINK CORP (CIK 0001048845),10-K,2000-10-13,1,
1599,1048845,PRO NET LINK CORP (CIK 0001048845),10-Q,2000-11-14,1,
1600,1048845,PRO NET LINK CORP (CIK 0001048845),10-Q,2001-02-20,1,
1601,1048845,PRO NET LINK CORP (CIK 0001048845),10-Q,2001-05-21,1,
1602,1043310,STARTEC GLOBAL COMMUNICATIONS CORP (CIK 0001043310),10-Q,2000-08-14,1,
1603,1043324,AEGIS REALTY INC (CIK 0001043324),10-Q,2000-08-14,1,
1604,1043324,AEGIS REALTY INC (CIK 0001043324),10-Q,2000-11-14,1,
1605,1043324,AEGIS REALTY INC (CIK 0001043324),10-K,2001-03-21,1,
1606,1043324,AEGIS REALTY INC (CIK 0001043324),10-K,2002-04-01,1,
1607,1033491,VARI LITE INTERNATIONAL INC (CIK 0001033491),10-Q,2000-08-14,1,
1608,1033491,VARI LITE INTERNATIONAL INC (CIK 0001033491),10-K,2001-01-16,1,
1609,1033491,VARI LITE INTERNATIONAL INC (CIK 0001033491),10-K,2001-12-31,1,
1610,1033491,VARI LITE INTERNATIONAL INC (CIK 0001033491),10-K/A,2002-08-22,1,
1611,1033491,VARI LITE INTERNATIONAL INC (CIK 0001033491),10-K,2003-01-14,1,
1612,1044010,TOYMAX INTERNATIONAL INC (CIK 0001044010),10-K,2001-07-12,1,
1613,1044010,TOYMAX INTERNATIONAL INC (CIK 0001044010),10-Q,2001-08-20,1,
1614,1044010,TOYMAX INTERNATIONAL INC (CIK 0001044010),10-Q,2001-11-14,1,
1615,1044010,TOYMAX INTERNATIONAL INC (CIK 0001044010),10-Q,2002-02-14,1,
1616,1044612,AMF BOWLING INC (CIK 0001044612),10-Q,2000-08-14,1,
1617,1044612,AMF BOWLING INC (CIK 0001044612),10-Q,2000-11-14,1,
1618,1044612,AMF BOWLING INC (CIK 0001044612),10-K,2001-04-16,1,
1619,1044612,AMF BOWLING INC (CIK 0001044612),10-Q,2001-05-15,1,
1620,1044612,AMF BOWLING INC (CIK 0001044612),10-Q,2001-09-21,1,
1621,1044612,AMF BOWLING INC (CIK 0001044612),10-Q,2001-09-21,1,
1622,1045281,CAPTEC NET LEASE REALTY INC (CIK 0001045281),10-Q,2000-08-14,1,
1623,1045281,CAPTEC NET LEASE REALTY INC (CIK 0001045281),10-Q,2000-11-14,1,
1624,1045281,CAPTEC NET LEASE REALTY INC (CIK 0001045281),10-K,2001-03-30,1,
1625,1045281,CAPTEC NET LEASE REALTY INC (CIK 0001045281),10-Q,2001-08-14,1,
1626,1045281,CAPTEC NET LEASE REALTY INC (CIK 0001045281),10-Q,2001-11-14,1,
1627,1029688,INTERNATIONAL AIRCRAFT INVESTORS (CIK 0001029688),10-Q/A,2000-08-09,1,
1628,1029688,INTERNATIONAL AIRCRAFT INVESTORS (CIK 0001029688),10-Q,2000-08-11,1,
1629,1029688,INTERNATIONAL AIRCRAFT INVESTORS (CIK 0001029688),10-Q,2000-11-13,1,
1630,1029688,INTERNATIONAL AIRCRAFT INVESTORS (CIK 0001029688),10-Q,2001-05-14,1,
1631,1029688,INTERNATIONAL AIRCRAFT INVESTORS (CIK 0001029688),10-Q,2001-08-14,1,
1632,936094,LINC CAPITAL INC (CIK 0000936094),10-Q,2000-08-15,1,
1633,936094,LINC CAPITAL INC (CIK 0000936094),10-Q,2000-11-21,1,
1634,1044862,BINGHAM FINANCIAL SERVICES CORP (CIK 0001044862),10-Q,2000-08-14,1,
1635,1044862,BINGHAM FINANCIAL SERVICES CORP (CIK 0001044862),10-Q,2000-08-14,1,
1636,1044862,BINGHAM FINANCIAL SERVICES CORP (CIK 0001044862),10-Q,2000-08-14,1,
1637,1044862,BINGHAM FINANCIAL SERVICES CORP (CIK 0001044862),10-K/A,2000-09-01,1,
1638,1044862,BINGHAM FINANCIAL SERVICES CORP (CIK 0001044862),10-Q,2000-11-14,1,
1639,1044862,BINGHAM FINANCIAL SERVICES CORP (CIK 0001044862),10-Q,2001-05-15,1,
1640,1044862,BINGHAM FINANCIAL SERVICES CORP (CIK 0001044862),10-Q,2001-08-14,1,
1641,1044862,BINGHAM FINANCIAL SERVICES CORP (CIK 0001044862),10-Q,2001-11-14,1,
1642,1044862,BINGHAM FINANCIAL SERVICES CORP (CIK 0001044862),10-K,2002-04-01,1,
1643,1044862,BINGHAM FINANCIAL SERVICES CORP (CIK 0001044862),10-K/A,2002-05-08,1,
1644,1044862,BINGHAM FINANCIAL SERVICES CORP (CIK 0001044862),10-Q,2002-05-15,1,
1645,1044862,BINGHAM FINANCIAL SERVICES CORP (CIK 0001044862),10-Q,2002-08-14,1,
1646,1044862,BINGHAM FINANCIAL SERVICES CORP (CIK 0001044862),10-Q,2002-08-14,1,
1647,854418,LANDMARK SYSTEMS CORP (CIK 0000854418),10-K/A,2001-12-04,1,
1648,1027881,INTERNATIONAL HOME FOODS INC (CIK 0001027881),10-Q,2000-08-11,1,
1649,946323,MIDWAY AIRLINES CORP (CIK 0000946323),10-Q,2000-11-14,1,
1650,1018848,KEEBLER FOODS CO (CIK 0001018848),10-Q,2000-08-29,1,
1651,1018848,KEEBLER FOODS CO (CIK 0001018848),10-Q,2000-11-17,1,
1652,1018848,KEEBLER FOODS CO (CIK 0001018848),10-K,2001-03-12,1,
1653,1145124,INVESTOOLS INC (CIK 0001145124),10-K,2007-03-16,1,
1654,1145124,INVESTOOLS INC (CIK 0001145124),10-Q,2007-05-10,1,
1655,1145124,INVESTOOLS INC (CIK 0001145124),10-Q,2007-08-09,1,
1656,1145124,INVESTOOLS INC (CIK 0001145124),10-Q,2007-11-14,1,
1657,1145124,INVESTOOLS INC (CIK 0001145124),10-Q/A,2007-11-21,1,
1658,1145124,INVESTOOLS INC (CIK 0001145124),10-K,2008-03-17,1,
1659,1145124,INVESTOOLS INC (CIK 0001145124),10-Q,2008-05-09,1,
1660,1145124,THINKORSWIM GROUP INC. (CIK 0001145124),10-Q,2008-08-08,1,
1661,1145124,THINKORSWIM GROUP INC. (CIK 0001145124),10-Q,2008-11-06,1,
1662,1145124,THINKORSWIM GROUP INC. (CIK 0001145124),10-K,2009-03-16,1,
1663,1145124,THINKORSWIM GROUP INC. (CIK 0001145124),10-Q,2009-05-08,1,
1664,895364,DUANE READE INC (CIK 0000895364),10-K,2001-03-28,1,
1665,895364,DUANE READE INC (CIK 0000895364),10-Q,2001-05-10,1,
1666,1095723,DUANE READE REALTY INC (CIK 0001095723),10-Q,2001-11-13,1,
1667,1095722,DUANE READE INTERNATIONAL INC (CIK 0001095722),10-K,2002-03-28,1,
1668,1095723,DUANE READE REALTY INC (CIK 0001095723),10-Q,2002-05-14,1,
1669,895364,DUANE READE INC (CIK 0000895364),10-Q,2002-08-13,1,
1670,1095723,DUANE READE REALTY INC (CIK 0001095723),10-Q,2002-11-12,1,
1671,1095722,DUANE READE INTERNATIONAL INC (CIK 0001095722),10-K,2003-03-28,1,
1672,1095722,DUANE READE INTERNATIONAL INC (CIK 0001095722),10-Q,2003-08-11,1,
1673,1095722,DUANE READE INTERNATIONAL INC (CIK 0001095722),10-Q,2003-08-11,1,
1674,1095722,DUANE READE INTERNATIONAL INC (CIK 0001095722),10-Q,2003-11-07,1,
1675,1095722,DUANE READE INTERNATIONAL INC (CIK 0001095722),10-K/A,2004-05-14,1,
1676,1095722,DUANE READE INTERNATIONAL INC (CIK 0001095722),10-K/A,2004-06-16,1,
1677,1049625,HAWKER PACIFIC AEROSPACE (CIK 0001049625),10-Q,2000-12-14,1,
1678,1049625,HAWKER PACIFIC AEROSPACE (CIK 0001049625),10-Q,2000-12-14,1,
1679,1047696,CABOT INDUSTRIAL TRUST (CIK 0001047696),10-Q,2000-08-14,1,
1680,1047696,CABOT INDUSTRIAL TRUST (CIK 0001047696),10-Q,2000-11-14,1,
1681,1047696,CABOT INDUSTRIAL TRUST (CIK 0001047696),10-Q/A,2000-12-05,1,
1682,1047696,CABOT INDUSTRIAL TRUST (CIK 0001047696),10-Q/A,2000-12-05,1,
1683,1047696,CABOT INDUSTRIAL TRUST (CIK 0001047696),10-Q,2001-05-15,1,
1684,1047696,CABOT INDUSTRIAL TRUST (CIK 0001047696),10-Q,2001-08-14,1,
1685,1047696,CABOT INDUSTRIAL TRUST (CIK 0001047696),10-Q,2001-11-14,1,
1686,1050992,CRUSADER HOLDING CORP (CIK 0001050992),10-K,2000-09-28,1,
1687,1050992,CRUSADER HOLDING CORP (CIK 0001050992),10-Q,2000-11-14,1,
1688,1050992,CRUSADER HOLDING CORP (CIK 0001050992),10-Q,2001-02-14,1,
1689,1047643,WORLDPAGES COM INC (CIK 0001047643),10-Q,2000-08-10,1,
1690,1047643,WORLDPAGES COM INC (CIK 0001047643),10-Q,2000-11-14,1,
1691,1024096,BALANCED CARE CORP (CIK 0001024096),10-K,2001-09-28,1,
1692,1029315,OSI COLLECTION SERVICES INC (CIK 0001029315),10-K,2009-03-31,1,
1693,1029315,OSI COLLECTION SERVICES INC (CIK 0001029315),10-K,2010-03-31,1,
1694,1029315,OSI COLLECTION SERVICES INC (CIK 0001029315),10-K/A,2010-04-05,1,
1695,1029315,OSI COLLECTION SERVICES INC (CIK 0001029315),10-K,2011-03-31,1,
1696,945734,INDEPENDENCE COMMUNITY BANK CORP (CIK 0000945734),10-K,2003-03-31,1,
1697,945734,INDEPENDENCE COMMUNITY BANK CORP (CIK 0000945734),10-Q,2003-05-14,1,
1698,945734,INDEPENDENCE COMMUNITY BANK CORP (CIK 0000945734),10-Q,2003-08-08,1,
1699,945734,INDEPENDENCE COMMUNITY BANK CORP (CIK 0000945734),10-Q,2003-11-12,1,
1700,945734,INDEPENDENCE COMMUNITY BANK CORP (CIK 0000945734),10-K,2004-03-10,1,
1701,945734,INDEPENDENCE COMMUNITY BANK CORP (CIK 0000945734),10-Q,2004-05-10,1,
1702,945734,INDEPENDENCE COMMUNITY BANK CORP (CIK 0000945734),10-Q,2004-08-09,1,
1703,945734,INDEPENDENCE COMMUNITY BANK CORP (CIK 0000945734),10-K,2005-03-11,1,
1704,945734,INDEPENDENCE COMMUNITY BANK CORP (CIK 0000945734),10-K,2006-03-15,1,
1705,1040573,COMCAST CABLE COMMUNICATIONS INC (CIK 0001040573),10-K,2001-03-16,1,
1706,1040573,COMCAST CABLE COMMUNICATIONS INC (CIK 0001040573),10-K,2002-03-29,1,
1707,1055131,ZIFF DAVIS INC (CIK 0001055131),10-Q,2000-08-14,1,
1708,1088691,TXU EUROPE LTD (CIK 0001088691),10-Q,2000-08-10,1,
1709,1088691,TXU EUROPE LTD (CIK 0001088691),10-Q,2000-11-13,1,
1710,1088691,TXU EUROPE LTD (CIK 0001088691),10-Q,2000-11-13,1,
1711,1088691,TXU EUROPE LTD (CIK 0001088691),10-Q,2000-11-13,1,
1712,818633,ELDORADO BANCSHARES INC (CIK 0000818633),10-Q,2000-08-10,1,
1713,818633,ELDORADO BANCSHARES INC (CIK 0000818633),10-Q,2000-11-14,1,
1714,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2000-08-15,1,
1715,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2000-11-14,1,
1716,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2001-08-08,1,
1717,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2001-11-08,1,
1718,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2002-05-07,1,
1719,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2002-08-13,1,
1720,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2002-11-12,1,
1721,1002211,DOANE PET CARE CO (CIK 0001002211),10-K,2003-02-28,1,
1722,1002211,DOANE PET CARE CO (CIK 0001002211),10-K,2003-02-28,1,
1723,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2003-05-08,1,
1724,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2003-07-30,1,
1725,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2003-10-30,1,
1726,1002211,DOANE PET CARE CO (CIK 0001002211),10-K,2004-03-11,1,
1727,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2004-05-17,1,
1728,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2004-08-12,1,
1729,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2004-11-12,1,
1730,1002211,DOANE PET CARE CO (CIK 0001002211),10-K,2005-04-01,1,
1731,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2005-05-10,1,
1732,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2005-08-22,1,
1733,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2005-11-08,1,
1734,1002211,DOANE PET CARE CO (CIK 0001002211),10-K,2006-03-30,1,
1735,1002211,DOANE PET CARE CO (CIK 0001002211),10-Q,2006-05-16,1,
1736,1050671,EXCEL LEGACY CORP (CIK 0001050671),10-Q,2000-11-09,1,
1737,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-K,2001-03-26,1,
1738,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-Q,2001-05-14,1,
1739,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-Q,2001-08-13,1,
1740,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-Q,2001-11-14,1,
1741,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-K,2002-03-22,1,
1742,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-K,2003-03-26,1,
1743,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-K,2004-03-24,1,
1744,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-K/A,2004-04-05,1,
1745,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-K,2005-03-29,1,
1746,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-K,2006-03-29,1,
1747,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-K,2007-03-29,1,
1748,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-K,2008-03-31,1,
1749,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-K/A,2008-05-15,1,
1750,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-K,2012-03-23,1,
1751,1046788,HARRIS PREFERRED CAPITAL CORP (CIK 0001046788),10-K,2013-03-15,1,
1752,793977,OXFORD TAX EXEMPT FUND II LTD PARTNERSHIP (CIK 0000793977),10-Q,2000-08-14,1,
1753,793977,OXFORD TAX EXEMPT FUND II LTD PARTNERSHIP (CIK 0000793977),10-Q,2000-11-13,1,
1754,935704,WARREN S D CO /PA/ (CIK 0000935704),10-K,2000-12-11,1,
1755,1027138,ZIMMERMAN SIGN CO (CIK 0001027138),10-Q,2000-08-14,1,
1756,1027138,ZIMMERMAN SIGN CO (CIK 0001027138),10-Q,2000-11-14,1,
1757,1027138,ZIMMERMAN SIGN CO (CIK 0001027138),10-K,2001-04-17,1,
1758,1027138,ZIMMERMAN SIGN CO (CIK 0001027138),10-Q,2001-05-15,1,
1759,1051964,OMEGA WORLDWIDE INC (CIK 0001051964),10-Q,2001-05-10,1,
1760,1051964,OMEGA WORLDWIDE INC (CIK 0001051964),10-Q,2002-05-15,1,
1761,1051964,OMEGA WORLDWIDE INC (CIK 0001051964),10-Q,2002-08-14,1,
1762,1073208,FBR ASSET INVESTMENT CORP/VA (CIK 0001073208),10-Q,2000-08-14,1,
1763,1073208,FBR ASSET INVESTMENT CORP/VA (CIK 0001073208),10-Q,2000-11-14,1,
1764,1073208,FBR ASSET INVESTMENT CORP/VA (CIK 0001073208),10-Q,2001-05-15,1,
